12350,2100531,X002232562,HQ472 .U6 H83 1993,ALDERMAN,from free love to hard core : the rise and fall of counter-culture heroes Jim and Artie Mitchell / Bottom feeders :,"Hubner, John.",1993,6/30/96,8/19/11,3,17,0,2,2 3,FALSE,13245,0,0
12352,2079818,X002315488,HQ1154 .M473 1993,ALDERMAN,Migrant women : crossing boundaries and changing identities /,,1993,6/30/96,1/18/11,4,13,0,1,2,FALSE,13248,0,0
12354,2247230,X002327456,HQ1172 .B3 1993,ALDERMAN,The Jewish woman in contemporary society : transitions and traditions /,"Baker, Adrienne,",1993,7/1/96,6/16/08,4,22,0,1,2,FALSE,13251,0,0
12379,2241906,X002314537,HQ759.92 .K38 1993,ALDERMAN,a guide to creating successful step-relationships / The combined family :,"Kaufman, Taube S.",1993,7/1/96,9/20/10,1,14,0,1,2,FALSE,13282,0,0
12457,2648690,X006016306,HQ1726.7 .A7913 1993,ALDERMAN,"9000 years of the Anatolian woman : 29 November 1993 - 28 February 1994, Istanbul Topkap? Saray? Museum.",,1993,2/7/97,10/2/12,1,5,0,1,2,FALSE,13370,0,0
12502,2404546,X002611089,HQ773.6 .C43 1993,ALDERMAN,Making changes : family voices on living with disabilities /,,1993,7/1/96,9/14/09,0,17,0,1,2,FALSE,13413,0,0
12535,2255797,X002405867,HQ809 .K37 1993,ALDERMAN,from the scars of survival to the wisdom for change / Leaving abusive partners :,"Kirkwood, Catherine.",1993,7/1/96,10/22/10,3,13,0,1,2,FALSE,13447,0,0
12765,2339857,X002552757,HQ801.83 .J65 1993,ALDERMAN,"When ""I love you"" turns violent : abuse in dating relationships /","Johnson, Scott A. (Scott Allen)",1993,7/1/96,5/11/09,0,17,0,1,2,FALSE,13696,0,0
12781,2151872,X002280278,HQ1623 .K649 1993,ALDERMAN,"Women in contemporary Germany : life, work, and politics /","Kolinsky, Eva.",1993,7/1/96,6/23/08,1,20,0,1,2,FALSE,13713,0,0
12793,2110257,X002231334,HQ1240.5 .D44 W662 1993,ALDERMAN,making visible the invisible / Women in developing economies :,,1993,6/30/96,6/18/08,5,20,0,1,2,FALSE,13725,0,0
12809,1990110,X002232297,HQ76.3 .G3 H66 1993,ALDERMAN,Homosexualität in der NS-Zeit : Dokumente einer Diskriminierung und Verfolgung /,,1993,6/30/96,3/8/12,0,7,0,1,2,FALSE,13742,0,0
12848,2254810,X002302188,HQ759 .R66 1993,ALDERMAN,"Love and toil : motherhood in outcast London, 1870-1918 /","Ross, Ellen.",1993,7/1/96,4/10/11,1,10,0,1,2,FALSE,13790,0,0
12881,6501739,X031665988,HQ809.3 .U5 C65 1993,ALDERMAN,Confronting abuse /,,1993,2/5/15,1/1/00,0,0,0,1,2,TRUE,13825,0,0
12882,2436143,X002618154,HQ536 .D327 1993,ALDERMAN,trends and policy issues / American families :,"DaVanzo, Julie.",1993,7/1/96,5/6/08,3,20,0,1,2,FALSE,13826,0,0
12894,2250635,X002303586,HQ1623 .F6755 1993,ALDERMAN,"Frauen in Deutschland, 1945-1992 /",,1993,7/1/96,3/19/13,0,3,0,1,2,FALSE,13839,0,0
12999,2323090,X002561032,HQ1800.5 .S7 1993,ALDERMAN,Status of South African women : a sourcebook in tables and graphs : the reasons for change.,,1993,7/1/96,6/26/08,2,19,0,1,2,FALSE,13949,0,0
13015,2146649,X002280864,HQ1438 .T4 W62 1993,ALDERMAN,selected essays / Women and Texas history :,,1993,7/1/96,6/19/08,0,19,0,1,2,FALSE,13968,0,0
13021,2238320,X002737284,HQ767.5 .U5 U52 1993,ALDERMAN,Understanding the new politics of abortion /,,1993,7/1/96,4/29/11,2,9,0,1,2 17,FALSE,13975,0,0
13037,2105124,X002313977,HQ76.2 .U5 W66 1993,CLEMONS,The corporate closet : the professional lives of gay men in America /,"Woods, James D.",1993,6/30/96,9/26/10,6,16,0,2,2 3,FALSE,13992,0,0
13118,2292488,X002474488,HQ755.8 .P3784 1993,ALDERMAN,Parenthood in modern society : legal and social issues for the twenty-first century /,,1993,7/1/96,3/3/11,2,9,0,1,2 17,FALSE,14088,0,0
13119,2421194,X002621785,HQ1026 .G68 1993,ALDERMAN,Marriage practices in South India : social and biological aspects of consanguineous unions /,"Govinda Reddy, P.,",1993,7/1/96,11/18/10,1,10,0,1,2,FALSE,14089,0,0
13161,2088728,X002212770,HQ1791.5 .A55 O8 1974a,ALDERMAN,"Dzair : Kabyle mothers, daughters, and granddaughters in the urban environment of Algiers /","Oubouzar, Sharon Overton.",1993,6/30/96,9/4/11,0,7,0,1,2,FALSE,14136,0,0
13209,2278574,X002436254,HQ1600 .G54 K56 1993,ALDERMAN,The hidden history of Glasgow's women : the Thenew factor /,"King, Elspeth.",1993,7/1/96,4/30/13,1,1,0,1,2,FALSE,14192,0,0
13343,2091062,X002219358,HQ23 .M2813 1992,ALDERMAN,a contribution to the sociology of the orgy / The shadow of Dionysus :,"Maffesoli, Michel.",1993,6/30/96,4/8/12,2,4,0,1,2,FALSE,14337,0,0
13353,6222311,X031630584,HQ1692 .G434 1993,ALDERMAN,"La mujer española, hoy /","García-Osuna, Carlos.",1993,3/10/14,1/1/00,0,0,0,1,2,FALSE,14345,0,0
13365,2309049,X002479672,HQ1815.5 .U33 1993,ALDERMAN,past and present / The role of Nigerian women in politics :,"Uchendu, Patrick Kenechukwu.",1993,7/1/96,8/28/09,1,13,0,1,2,FALSE,14357,0,0
13393,2113524,X002232504,HQ1410 .W685 1993,ALDERMAN,educated American women of the twentieth century / Women's lives through time :,,1993,6/30/96,6/19/08,3,17,0,1,2,FALSE,14390,0,0
13396,2272731,X002422811,HQ1190 .F728 1993,ALDERMAN,a feminist critique of the liberal-communitarian debate / The politics of community :,"Frazer, Elizabeth.",1993,7/1/96,6/16/08,1,17,0,1,2,FALSE,14393,0,0
13451,3938839,X004696007,HQ536 .Z54 1993,ALDERMAN,Diversity in families /,"Zinn, Maxine Baca,",1993,5/1/03,3/27/07,2,3,0,1,2,FALSE,14448,0,0
13458,2094322,X002251515,HQ792 .U5 H47 1993,ALDERMAN,"America's children : resources from family, government, and the  economy /","(Donald James), Hernandez, Donald J.",1993,6/30/96,5/20/08,4,17,0,1,2,FALSE,14455,0,0
13467,3725711,X004536662,HQ1630.5 .W36 1993,ALDERMAN,"Protokolle nach Tonband / Guten Morgen, du Schöne :","Wander, Maxie.",1993,6/11/01,12/8/08,0,2,0,1,2,FALSE,14464,0,0
13494,2142855,X002281555,HQ76.2 .U5 H47 1993,ALDERMAN,Children of Horizons : how gay and lesbian teens are leading a new way out of the closet /,"Herdt, Gilbert H.,",1993,7/1/96,5/2/08,1,17,0,1,2 3,FALSE,14493,0,0
13535,2843088,X006016688,HQ57.3 .B35 1993,ALDERMAN,an exploration of children's conceptions of gender / The girls are the ones with the pointy nails :,"Bailey, Karen R.,",1993,10/16/98,9/14/09,1,6,0,1,2,FALSE,14538,0,0
13594,2294380,X002411153,HQ1742 .M34 1993,ALDERMAN,Women in a changing society /,"Maitra-Sinha, Anjana.",1993,7/1/96,6/25/08,1,16,0,1,2,FALSE,14601,0,0
13598,2265384,X002737295,HQ1121 .D43 1993,ALDERMAN,the nature of women in society / Defining females :,,1993,7/1/96,5/9/11,0,6,0,1,2,FALSE,14605,0,0
13607,2252985,X002330513,HQ1190 .F59 1993,ALDERMAN,"Disputed subjects : essays on psychoanalysis, politics, and philosophy /","Flax, Jane.",1993,7/1/96,6/16/08,1,16,0,1,2,FALSE,14616,0,0
13648,2316260,X002513228,HQ1462 .M84 1993,ALDERMAN,"Mujer, gobierno y sociedad civil : políticas en México y Centroamérica /",,1993,7/1/96,11/10/11,0,4,0,1,2,FALSE,14664,0,0
13694,2090305,X002252469,HQ691.3 .L36 1993,ALDERMAN,les cérémonies du mariage au Maroc. Textes bilingues et documents inédits / Noces berbères :,"(Emile), Laoust, E.",1993,6/30/96,5/8/08,0,16,0,1,2,FALSE,14712,0,0
13695,2154345,X002282145,HQ536 .K485 1993,ALDERMAN,Kindred matters : rethinking the philosophy of the family /,,1993,7/1/96,5/7/08,0,16,0,1,2,FALSE,14713,0,0
13793,2374379,X002579236,HQ796 .A33258 1993,ALDERMAN,risk and opportunity / Adolescence in the 1990s :,,1993,7/1/96,1/23/07,1,20,0,1,2,FALSE,14816,0,0
13806,2254987,X002304161,HQ1742 .W6564 1993 v.2,ALDERMAN,Women in contemporary Indian Society /,,1993,7/1/96,6/25/08,6,28,0,2,2,TRUE,14832,0,0
13830,2320110,X002528092,HQ1236 .T66 1993,ALDERMAN,Women and human rights /,"(Katarina) Toma?evski, K.",1993,7/1/96,6/17/08,0,15,0,1,2 17,FALSE,14857,0,0
13836,2268840,X002437281,HQ194 .S64 1993,ALDERMAN,L' âge d'or de la prostitution : de 1870 à nos jours /,"Solé, Jacques.",1993,7/1/96,11/23/09,0,10,0,1,2,FALSE,14863,0,0
13871,2136911,X002282592,HQ1058.5 .E97 V48 1993,ALDERMAN,Veuves et veuvage dans le Haut Moyen Age /,,1993,7/1/96,4/15/11,1,5,0,1,2,TRUE,14902,0,0
13938,2144520,X002266503,HQ23 .R48 1993,ALDERMAN,social theory and sexuality research / Rethinking sex :,,1993,7/1/96,4/28/08,0,15,0,1,2,FALSE,14977,0,0
13967,2277499,X002436333,HQ1815.5 .W664 1989,ALDERMAN,edited proceedings of the eighth annual Women in Nigeria Conference held in Kano 1989 / Women in politics :,Women in Nigeria Conference,1993,7/1/96,11/16/10,1,6,0,1,2,FALSE,15008,0,0
14004,2238742,X002328740,HQ1600.3 .B68 1993,ALDERMAN,"Husbandry to housewifery : women, economic change, and housework in Ireland, 1890-1914 /","Bourke, Joanna.",1993,7/1/96,10/26/10,1,6,0,1,2,FALSE,15051,0,0
14033,2313154,X002496692,HQ1742 .D3335 1993,ALDERMAN,Women in Manu's philosophy /,"Das, Ram Mohan.",1993,7/1/96,6/25/08,2,14,0,1,2,FALSE,15081,0,0
14034,2479802,X002678614,HQ1743 .N38 1993,ALDERMAN,"Proceedings of the National Workshop on ""Employment, Equality, and Impact of Economic Reform on Women"" /","National Workshop on ""Employment, Equality, and Impact of Economic Reform on Women""",1993,7/1/96,6/25/08,0,14,0,1,2,FALSE,15081,0,0
14051,2224620,X002309509,HQ1206 .R85 1993,ALDERMAN,Woman changing woman : feminine psychology re-conceived through myth and experience /,"Rutter, Virginia Beane.",1993,7/1/96,6/17/08,1,14,0,1,2,FALSE,15096,0,0
14052,2148692,X002280146,HQ1412 .W67 1993,ALDERMAN,"a bio-critical sourcebook / Women public speakers in the United States, 1800-1925 :",,1993,7/1/96,11/28/11,1,7,0,2,2,FALSE,15097,0,0
14055,2105112,X002227879,HQ1172 .F57 1993,ALDERMAN,feminism in the American Jewish Community / A breath of life :,"Fishman, Sylvia Barack,",1993,6/30/96,6/16/08,1,23,0,2,2 3,FALSE,15100,0,0
14133,2052217,X002228397,HQ759.915 .T39 1993,ALDERMAN,The positive influence of bonding in female-headed African American families /,"Taylor, Dorothy L.,",1993,6/30/96,5/13/08,1,14,0,1,2,FALSE,15182,0,0
14141,2255569,X002331660,HQ1236 .P45 1993,ALDERMAN,Global gender issues /,"Peterson, V. Spike.",1993,7/1/96,3/20/09,0,11,0,1,2,FALSE,15189,0,0
14162,2339337,X002531482,HQ1075 .W437 1993,ALDERMAN,"Gendered community : Rousseau, sex, and politics /","Weiss, Penny A.",1993,7/1/96,11/22/08,0,12,0,1,2,FALSE,15211,0,0
14170,2324295,X002530526,HQ27.5 .M87 1993,ALDERMAN,Sex awareness among rural girls /,"Murthy, M. S. R.,",1993,7/1/96,9/27/09,1,9,0,1,2,FALSE,15221,0,0
14223,2264308,X002423528,HQ1190 .L57 1993,ALDERMAN,Theorie und Geschlechterpolitik / Die Präsenz des Anderen :,"List, Elisabeth,",1993,7/1/96,5/13/09,1,10,0,1,2,FALSE,15279,0,0
14255,2237699,X002314682,HQ1206 .C39 1993,ALDERMAN,women and solitude / The Center of the web :,,1993,7/1/96,6/17/08,1,13,0,1,2,FALSE,15312,0,0
14311,2114493,X002160257,HQ1154 .G48 1993,ALDERMAN,Geschlechterverhältnisse im historischen Wandel /,,1993,6/30/96,9/2/10,0,5,0,1,2,FALSE,15372,0,0
14345,2225654,X002329316,HQ1064 .U5 K475 1993,ALDERMAN,Old friends /,"Kidder, Tracy.",1993,7/1/96,5/6/10,0,6,0,1,2 3,FALSE,15409,0,0
14369,2080761,X002244793,HQ1064 .E8 A34 1993,ALDERMAN,"Age, work, and social security /",,1993,6/30/96,1/9/10,0,7,0,1,2,FALSE,15434,0,0
14400,2141256,X002252546,HQ834 .H38 1993,CLEMONS,Our turn : the good news about women and divorce /,"Hayes, Christopher L.",1993,7/1/96,7/21/08,3,12,0,1,3,FALSE,15466,0,0
14465,2376966,X002592534,HQ1743 .A3 1993,ALDERMAN,Women education and population in India /,"Agarawal, Nandita.",1993,7/1/96,6/25/08,0,12,0,1,2,FALSE,15532,0,0
14479,2314015,X002528530,HQ1410 .S43 1993 v.2,ALDERMAN,a documentary history of American women / Second to none :,,1993,7/1/96,6/19/08,2,20,0,2,2,TRUE,15544,0,0
14480,2282711,X002428258,HQ1421 .W658 1993,ALDERMAN,Women's issues /,,1993,7/1/96,6/19/08,0,12,0,1,2,FALSE,15544,0,0
14485,2148022,X002301402,HQ1236 .O98 1993,ALDERMAN,Ours by right : women's rights as human rights /,,1993,7/1/96,6/17/08,0,12,0,1,2,FALSE,15549,0,0
14489,2237645,X002314804,HQ1154 .F56 1993,ALDERMAN,Negotiating at the margins : the gendered discourse of power and resistance /,"Fisher, Sue,",1993,7/1/96,6/16/08,6,12,0,1,2,FALSE,15553,0,0
14534,2068500,X002212651,HQ1154 .T475 1993,ALDERMAN,Thinking feminist : key concepts in women's studies /,,1993,6/30/96,9/13/08,3,11,0,1,2,FALSE,15598,0,0
14603,2252989,X002331152,HQ29 .W853 1993,ALDERMAN,Sexual abuse and consensual sex : women's developmental patterns and outcomes /,"Wyatt, Gail Elizabeth.",1993,7/1/96,4/29/08,1,12,0,1,2,FALSE,15668,0,0
14726,2277497,X002435918,HQ1815.5 .W664 1992,ALDERMAN,Women in Nigeria : the first ten years /,Women in Nigeria Conference,1993,7/1/96,6/26/08,1,11,0,1,2,FALSE,15792,0,0
14743,2310306,X002492834,HQ1236.5 .I4 W66 1993,ALDERMAN,Women's participation in politics /,,1993,7/1/96,6/18/08,2,11,0,1,2,FALSE,15810,0,0
14748,2235986,X002310213,HQ35 .T65 1993,ALDERMAN,Sex education activities /,"Toner, Patricia Rizzo,",1993,7/1/96,6/16/08,3,11,0,1,2,FALSE,15817,0,0
14774,2268421,X002422137,HQ999 .S36 B53 1993,ALDERMAN,"Illegitimacy, sex, and society : Northeast Scotland, 1750-1900 /","Blaikie, John.",1993,7/1/96,6/4/08,2,11,0,1,2,FALSE,15847,0,0
14932,2111323,X002242480,HQ1904 .R65 1993,ALDERMAN,"Gone to another meeting : the National Council of Jewish Women, 1893-1993 /","Rogow, Faith,",1993,6/30/96,12/5/09,2,5,0,1,2,FALSE,16015,0,0
14938,2324504,X002530536,HQ1742 .C489 1993,ALDERMAN,The Indian woman in perspective /,"Chatterji, Shoma A.",1993,7/1/96,6/25/08,2,10,0,1,2,FALSE,16021,0,0
14954,2121500,X002267486,HQ1236.5 .G7 L68 1993,ALDERMAN,women and power in Britain / Contemporary feminist politics :,"Lovenduski, Joni.",1993,6/30/96,6/18/08,0,10,0,1,2,TRUE,16037,0,0
14967,2391473,X002597460,HQ1147 .C37 D5418 1993,ALDERMAN,La mujer en la Reconquista /,"Dillard, Heath,",1993,7/1/96,6/13/08,1,10,0,1,2,TRUE,16053,0,0
14974,2299180,X002442796,HQ784 .V64 H65 1993,CLEMONS,"stories of young people who are making a difference / It's our world, too! :","Hoose, Phillip M.,",1993,7/1/96,4/22/09,2,7,0,1,3,FALSE,16061,0,0
14980,2137790,X002252038,HQ1061 .B53 1993,ALDERMAN,"images, attitudes and professional practice / Understanding ageing :","Biggs, Simon,",1993,7/1/96,6/9/08,0,10,0,1,2,FALSE,16068,0,0
15057,2094781,X002213225,HQ28 .W47 1993,ALDERMAN,the emergence of male heterosexuality in Modern America / The first sexual revolution :,"White, Kevin,",1993,6/30/96,6/22/05,0,20,0,1,2,FALSE,16149,0,0
15103,2287755,X002528970,HQ1792 .M34 1993,ALDERMAN,Le mouvement des femmes en Tunisie au XXème siècle : féminisme et politique /,"Marzouki, Ilhem.",1993,7/1/96,4/19/10,0,3,0,1,2,FALSE,16199,0,0
15117,2509294,X002718226,HQ10.5 .G7 B83 1993,ALDERMAN,Counselling couples /,"Bubenzer, Don.",1993,7/1/96,9/14/09,1,5,0,1,2,FALSE,16214,0,0
15172,2152337,X002331921,HQ1734 .M85 1993,ALDERMAN,the politics of gender / Women in Kuwait :,"Mughni, Haya.",1993,7/1/96,6/24/08,1,9,0,1,2,FALSE,16272,0,0
15189,2104023,X002251648,HQ1154 .W935 1993,ALDERMAN,a reader / Women's studies :,,1993,6/30/96,6/16/08,3,9,0,1,2,FALSE,16292,0,0
15221,2224159,X002309516,HQ799.8 .M434 K54 1993,ALDERMAN,youth and social change in a Moluccan town / Growing up in Indonesia :,"Kiem, Christian G.,",1993,7/1/96,6/3/08,1,9,0,1,2,FALSE,16323,0,0
15245,2238473,X006041682,HQ1181 .E85 T34 1992,ALDERMAN,"Frauen forschen zu Ethnos, Kultur, Geschlecht / Nahe Fremde, fremde Nähe :",Tagung zur Frauenforschung,1993,7/1/96,9/10/10,0,1,0,1,2,TRUE,16350,0,0
15264,2741978,X004107333,HQ76.3 .S6 L67 1993,ALDERMAN,A Lotus of another color : an unfolding of the South Asian gay and lesbian experience /,,1993,12/8/97,9/14/06,0,11,0,1,2,TRUE,16368,0,0
15273,2146746,X002309745,HQ1236 .H4 1993,ALDERMAN,"a           comparative perspective / Women's equality, demography and public policies :","Heitlinger, Alena.",1993,7/1/96,12/5/08,1,7,0,1,2,FALSE,16377,0,0
15280,2256601,X002335344,HQ616.15 .L6 C68 1993,ALDERMAN,Hatred pursued beyond the grave : tales of our ancestors from the London Church Courts /,"Cox, Jane,",1993,7/1/96,5/7/08,0,9,0,1,2,TRUE,16384,0,0
15299,2390417,X002592314,HQ18 .I4 U63 1993,ALDERMAN,"Uncertain liaison : sex, strife & togetherness in urban India /",,1993,7/1/96,4/25/08,0,9,0,1,2,FALSE,16403,0,0
15306,2242361,X002405296,HQ1075 .G35 1993,ALDERMAN,"Harmless lovers? : gender, theory and personal relationships /","Gane, Mike.",1993,7/1/96,11/19/08,0,7,0,1,2,FALSE,16409,0,0
15356,2304203,X002442245,HQ1240.5 .I4 W65 1993,ALDERMAN,Women and wasteland development in India /,,1993,7/1/96,9/9/09,0,4,0,1,2,FALSE,16461,0,0
15393,2253778,X002311901,HQ1742 .W64 1993,ALDERMAN,changing scenario in India / Women and work :,,1993,7/1/96,6/25/08,1,8,0,1,2,FALSE,16502,0,0
15400,2140637,X002244143,HQ1617 .P53 1993,ALDERMAN,les années-mouvement / Libération des femmes :,"Picq, Françoise.",1993,7/1/96,6/23/08,1,8,0,1,2,FALSE,16510,0,0
15402,2101299,X002254694,HQ1597 .P36 1993,ALDERMAN,A Sylvia Pankhurst reader /,"(Estelle Sylvia), Pankhurst, E. Sylvia",1993,6/30/96,6/23/08,1,8,0,1,2,FALSE,16513,0,0
15417,2073897,X002232731,HQ1236 .J66 1993,ALDERMAN,democracy and the representation of women / Compassionate authority :,"Jones, Kathleen B.,",1993,6/30/96,6/17/08,0,8,0,1,2,FALSE,16530,0,0
15418,2256563,X002397274,HQ1190 .C37 1993,ALDERMAN,"the fates of the earth / Gossips, gorgons & crones :","Caputi, Jane.",1993,7/1/96,6/16/08,0,8,0,1,2,FALSE,16531,0,0
15446,2287111,X002440840,HQ800.4 .I42 A874 1993,ALDERMAN,Single women in Assamese Hindu society /,"Barooah, Jeuti.",1993,7/1/96,6/4/08,1,8,0,1,2,FALSE,16559,0,0
15449,5207529,X030763800,HQ1170 .H844 1993 v.1,ALDERMAN,al-Am?rah allat? hazzat ?arsh al-Khal?j! /,"?usayn, Y?sir.",1993,8/25/10,1/1/00,0,0,0,2,2,TRUE,16562,0,0
15472,2426512,X002639525,HQ1577 .M85 1993,ALDERMAN,Mujeres latinoamericanas en cifras.,,1993,7/1/96,2/14/10,0,2,0,1,2,FALSE,16586,0,0
15479,2368687,X002591818,HQ777.5 .B7 1993,ALDERMAN,Support systems in the life situation of children of divorce /,"Braude, Diane.",1993,7/1/96,5/21/08,1,8,0,1,2,FALSE,16593,0,0
15512,5184393,X030764276,HQ1147 .E3 A34 1993,ALDERMAN,al-Mar?ah f? Mi?r f? al-?a?r al-F??im? /,"A?mad, Nar?m?n ?Abd al-Kar?m.",1993,7/20/10,1/1/00,0,0,0,1,2,FALSE,16628,0,0
15520,2259068,X002403461,HQ507 .J49 1993,ALDERMAN,The Jewish family in antiquity /,,1993,7/1/96,5/6/08,4,8,0,1,2,FALSE,16637,0,0
15524,5183744,X030760642,HQ1216 .D37 1993,ALDERMAN,Sayk?l?j?yat al-mar?ah /,"Das?q?, Mad??ah Man??r Sal?m.",1993,7/16/10,1/1/00,0,0,0,1,2,FALSE,16642,0,0
15532,2272686,X002452180,HQ75.53 .B87 1993,ALDERMAN,two moms and their son / Family values :,"Burke, Phyllis,",1993,7/1/96,4/30/08,2,8,0,1,2 14,FALSE,16650,0,0
15671,2119118,X002301496,HQ1237 .M56 1993,ALDERMAN,"sexual harassment, citizenship, government / Questions of conduct :","Minson, Jeffrey,",1993,6/30/96,6/18/08,0,7,0,1,2,FALSE,16796,0,0
15678,2043719,X002191129,HQ1181 .U5 Z56 1993,ALDERMAN,History and feminism : a glass half full /,"Zinsser, Judith P.",1993,6/30/96,6/16/08,2,7,0,1,2 14,FALSE,16804,0,0
15679,2278200,X002412054,HQ1147 .F7 C687 1993,ALDERMAN,La richesse des femmes : patrimoines et gestion à Manosque au XIVe siècle /,"Courtemanche, Andrée,",1993,7/1/96,4/26/09,0,4,0,1,2,TRUE,16805,0,0
15687,2145317,X002309674,HQ1075.5 .U6 C64 1993,ALDERMAN,Communication and sex-role socialization /,,1993,7/1/96,6/11/08,2,7,0,1,2,TRUE,16814,0,0
15767,2276986,X002454135,HQ766 .F73 1993,ALDERMAN,"Pandora's clock : understanding our fertility : the choices we face over contraception, pregnancy, genetic screening, abortion and infertility /","Freely, Maureen,",1993,7/1/96,5/15/08,0,7,0,1,2,FALSE,16889,0,0
15796,2101270,X002253922,HQ76.2 .G7 P76 1993,ALDERMAN,"writings by gay men on their lives and lifestyles from the archives of the National Lesbian and Gay Survey. Proust, Cole Porter, Michelangelo, Marc Almond and me ;",,1993,6/30/96,5/2/08,0,7,0,1,2,FALSE,16918,0,0
15907,2290475,X002451733,HQ72 .U53 L48 1993,CLEMONS,Victims no longer : men recovering from incest and other sexual child abuse /,"Lew, Mike.",1993,7/1/96,5/21/09,0,3,0,1,3,TRUE,17030,0,0
15938,2332757,X002557559,HQ1800.5 .S6 R6 1993,ALDERMAN,"The role of women in the 1990's : papers presented, reviews, impressions and conclusion of a symposium, University of Port Elizabeth /",,1993,7/1/96,6/26/08,0,6,0,1,2,TRUE,17063,0,0
15945,2263029,X002421567,HQ1662 .M55 1993,ALDERMAN,women of the new Russia / Front line :,"Millinship, William.",1993,7/1/96,6/24/08,0,6,0,1,2,FALSE,17070,0,0
15946,2268283,X002437297,HQ1121 .D82 1993,ALDERMAN,colloque organisé / Femmes et histoire :,"Duby, Georges.",1993,7/1/96,10/6/08,1,5,0,1,2,FALSE,17071,0,0
15951,2287024,X002455722,HQ1552 .B47 1993,ALDERMAN,El bello sexo : la mujer y la familia durante el Olimpo Radical /,"Bermúdez Q., Suzy.",1993,7/1/96,6/20/08,1,6,0,1,2,FALSE,17076,0,0
15975,2225157,X002301057,HQ1075 .J87 1993,ALDERMAN,The autonomous male of Adam Smith /,"Justman, Stewart.",1993,7/1/96,6/11/08,1,6,0,1,2,FALSE,17101,0,0
15978,2148199,X002313908,HQ1064 .U5 F753 1993,ALDERMAN,The fountain of age /,"Friedan, Betty.",1993,7/1/96,6/10/08,1,6,0,1,2 14,TRUE,17104,0,0
16011,2831358,X004285068,HQ1236 .A39 1993,ALDERMAN,Mudhakkir?t Inzh? Afl???n /,"Afl???n, Inzh?.",1993,9/15/98,6/17/08,0,0,0,1,2,FALSE,17137,0,0
16017,2311662,X002498215,HQ1064 .F7 V54 1993,ALDERMAN,Vieillir et mourir en exil : immigration maghrébine et vieillissement.,,1993,7/1/96,10/30/09,0,1,0,1,2,TRUE,17143,0,0
16031,2096304,X002230978,HQ766.5 .U5 H68 1993,ALDERMAN,Our choices : women's personal decisions about abortion /,"Hoshiko, Sumi.",1993,6/30/96,5/19/08,0,6,0,1,2,FALSE,17157,0,0
16061,2298423,X002532658,HQ792 .S6 J66 1993,ALDERMAN,children's experiences of migrancy and hostel life in South Africa / Assaulting childhood :,"Jones, Sean.",1993,7/1/96,12/2/08,0,4,0,1,2,FALSE,17189,0,0
16064,2243836,X002331248,HQ471 .A713 1993b,ALDERMAN,pornography and the modern world / The jaguar and the anteater :,"Arcand, Bernard.",1993,7/1/96,5/5/08,1,6,0,1,2,FALSE,17193,0,0
16065,2285525,X002428016,HQ472 .R8 G67 1993,ALDERMAN,the politics of porn / New members and organs :,"Goscilo, Helena,",1993,7/1/96,5/5/08,4,9,0,2,2,TRUE,17193,0,0
16074,2838787,X004285212,HQ525 .I8 F58 1993,ALDERMAN,Zaw?j al-mut?ah /,"Fawdah, Faraj,",1993,10/6/98,5/6/08,0,0,0,1,2,TRUE,17202,0,0
16077,2822711,X004156981,HQ1064 .E3 D835 1993,ALDERMAN,al-Takw?n al-nafs? lil-musinn?n f? al-thaq?f?t al-mukhtalifah : dir?sah f? al-anthr?b?l?jiy? al-s?k?l?j?yah /,"Di?bis, Mu?ammad Yusr?.",1993,8/20/98,6/10/08,0,0,0,1,2,TRUE,17205,0,0
16200,2468054,X002745562,HQ1803 .C43 1993,ALDERMAN,Changing roles of women in Botswana /,,1993,7/1/96,6/26/08,0,5,0,1,2,FALSE,17326,0,0
16207,2253702,X002311987,HQ1742 .D336 1993,ALDERMAN,"Women, family life and rural welfare /","Dash, L. N.",1993,7/1/96,6/25/08,0,5,0,1,2,FALSE,17333,0,0
16229,2115492,X002231028,HQ1465 .C52 R6 1993,ALDERMAN,With our heads bowed : the dynamics of gender in a Maya community /,"Rosenbaum, Brenda.",1993,6/30/96,6/20/08,2,5,0,1,2,TRUE,17355,0,0
16233,2154435,X002314220,HQ1236.5 .F8 A35 1993,ALDERMAN,Les femmes politiques /,"Adler, Laure.",1993,7/1/96,6/18/08,1,5,0,1,2,FALSE,17359,0,0
16300,2316371,X002532168,HQ799 .A8 Y68 1993,ALDERMAN,"theory, history and the Australian experience / Youth subcultures :",,1993,7/1/96,5/27/08,1,5,0,1,2,FALSE,17425,0,0
16316,2753848,X006043364,HQ799 .P6 K34 1993,ALDERMAN,studia z socjologii wychowania / M?odzie? w perspektywie spo?ecze?twa przemys?owego :,"Kaleta, Andrzej.",1993,12/30/97,5/29/08,0,1,0,1,2,FALSE,17441,0,0
16344,2152955,X002282670,HQ759.48 .L37 1993,ALDERMAN,Sunbelt working mothers : reconciling family and factory /,"Lamphere, Louise.",1993,7/1/96,5/13/08,4,5,0,1,2,FALSE,17468,0,0
16353,2244694,X002304039,HQ674.6 .S45 1991,ALDERMAN,"Proceedings of the Seminar on the Second Malaysian Family Life Survey, Kuala Lumpur, Malaysia, October 1991 /",Seminar on the Second Malaysian Family Life Survey,1993,7/1/96,5/8/08,0,5,0,1,2,FALSE,17478,0,0
